Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
C504343,21756,BATH BUILDING BLOCK WORD,-1,2010-04-13 09:16:00,5.95,13050.0,United Kingdom
C504343,85067,CREAM SWEETHEART WALL CABINET,-1,2010-04-13 09:16:00,18.95,13050.0,United Kingdom
C504345,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-10,2010-04-13 09:29:00,1.95,14893.0,United Kingdom
C504345,21279,VINTAGE KITCHEN PRINT FRUITS,-1,2010-04-13 09:29:00,2.55,14893.0,United Kingdom
C504346,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,2010-04-13 09:30:00,1.95,14112.0,United Kingdom
C504346,22386,JUMBO BAG PINK WITH WHITE SPOTS,-1,2010-04-13 09:30:00,1.95,14112.0,United Kingdom
C504346,85099B,JUMBO BAG RED RETROSPOT,-2,2010-04-13 09:30:00,1.95,14112.0,United Kingdom
C504347,22300,COFFEE MUG DOG + BALL DESIGN,-2,2010-04-13 09:32:00,2.55,17044.0,United Kingdom
C504347,22456,NATURAL SLATE CHALKBOARD LARGE,-1,2010-04-13 09:32:00,4.95,17044.0,United Kingdom
C504347,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-3,2010-04-13 09:32:00,1.65,17044.0,United Kingdom
C504348,21989,PACK OF 20 SKULL PAPER NAPKINS,-12,2010-04-13 09:33:00,0.85,14961.0,United Kingdom
C504349,85142,JARDIN ETCHED GLASS GINGER JAR,-1,2010-04-13 09:44:00,7.95,12542.0,Spain
C504349,85141,JARDIN ETCHED GLASS FRUITBOWL,-1,2010-04-13 09:44:00,10.75,12542.0,Spain
C504349,85028S,FRENCH CHATEAU SMALL FRUITBOWL,-2,2010-04-13 09:44:00,4.95,12542.0,Spain
C504349,85030,FRENCH CHATEAU OVAL PLATTER,-2,2010-04-13 09:44:00,7.95,12542.0,Spain
C504349,22269,EGG CUP NATURAL CHICKEN,-1,2010-04-13 09:44:00,1.25,12542.0,Spain
C504350,20979,36 PENCILS TUBE RED SPOTTY,-128,2010-04-13 09:52:00,1.06,14156.0,EIRE
C504353,84770,ROUND GEORGIAN SILVER MIRROR,-2,2010-04-13 09:58:00,2.95,17593.0,United Kingdom
C504354,84247N,PACK/12 BLUE FOLKART CARDS,-11,2010-04-13 10:01:00,2.95,13443.0,United Kingdom
C504357,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2010-04-13 10:09:00,8.5,15638.0,United Kingdom
C504358,47594B,SCOTTIES DESIGN WASHBAG,-3,2010-04-13 10:14:00,1.95,14914.0,United Kingdom
C504359,21314,SMALL GLASS HEART TRINKET POT,-1,2010-04-13 10:31:00,2.1,13767.0,United Kingdom
C504359,22423,REGENCY CAKESTAND 3 TIER,-4,2010-04-13 10:31:00,12.75,13767.0,United Kingdom
C504360,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-04-13 10:32:00,16.95,14370.0,United Kingdom
C504361,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2010-04-13 10:34:00,0.85,14771.0,United Kingdom
C504361,84507B,STRIPES DESIGN MONKEY DOLL,-1,2010-04-13 10:34:00,2.55,14771.0,United Kingdom
C504361,47594A,CAROUSEL DESIGN WASHBAG,-1,2010-04-13 10:34:00,1.95,14771.0,United Kingdom
C504362,37330,SPOTS MUG,-5,2010-04-13 10:45:00,1.95,16634.0,United Kingdom
C504363,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2010-04-13 10:48:00,1.06,17448.0,United Kingdom
C504363,85176,SEWING SUSAN 21 NEEDLE SET,-2,2010-04-13 10:48:00,0.64,17448.0,United Kingdom
C504363,20936,FORKED CACTUS CANDLE,-2,2010-04-13 10:48:00,2.55,17448.0,United Kingdom
C504363,21868,POTTING SHED TEA MUG,-2,2010-04-13 10:48:00,1.06,17448.0,United Kingdom
C504365,21563,RED HEART SHAPE LOVE BUCKET,-1,2010-04-13 10:49:00,2.95,13093.0,United Kingdom
C504365,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-04-13 10:49:00,1.65,13093.0,United Kingdom
C504365,21155,RED SPOTTY PEG BAG,-1,2010-04-13 10:49:00,2.1,13093.0,United Kingdom
C504365,51012C,"FEATHER DUSTER, COAL BLACK",-2,2010-04-13 10:49:00,1.25,13093.0,United Kingdom
C504366,21527,RED RETROSPOT TRADITIONAL TEAPOT,-5,2010-04-13 10:50:00,6.95,15125.0,United Kingdom
C504366,21533,RETRO SPOT LARGE MILK JUG,-1,2010-04-13 10:50:00,4.25,15125.0,United Kingdom
C504374,22467,GUMBALL COAT RACK,-1,2010-04-13 11:07:00,2.55,17677.0,United Kingdom
C504392,85042,ANTIQUE LILY FAIRY LIGHTS,-2,2010-04-13 11:41:00,4.95,17841.0,United Kingdom
C504392,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2010-04-13 11:41:00,1.65,17841.0,United Kingdom
C504415,84270,ASSTD DESIGN BUBBLE GUM RING,-1440,2010-04-13 12:33:00,0.16,12971.0,United Kingdom
C504417,22236,CAKE STAND 3 TIER MAGIC GARDEN,-2,2010-04-13 12:58:00,12.75,15303.0,United Kingdom
C504417,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2010-04-13 12:58:00,9.95,15303.0,United Kingdom
C504419,22509,SEWING BOX RETROSPOT DESIGN,-1,2010-04-13 13:08:00,14.95,16455.0,United Kingdom
C504420,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-04-13 13:10:00,8.5,15311.0,United Kingdom
C504422,85098B,BLUE FLYING SINGING CANARY,-8,2010-04-13 13:12:00,3.75,14640.0,United Kingdom
C504422,20941,FROG CANDLE,-12,2010-04-13 13:12:00,1.25,14640.0,United Kingdom
C504423,85132C,CHARLIE AND LOLA FIGURES TINS,-1,2010-04-13 13:13:00,9.95,14606.0,United Kingdom
C504423,22467,GUMBALL COAT RACK,-1,2010-04-13 13:13:00,2.55,14606.0,United Kingdom
C504424,20675,BLUE SPOTTY BOWL,-1,2010-04-13 13:14:00,1.25,14748.0,United Kingdom
C504425,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2010-04-13 13:16:00,4.95,16732.0,United Kingdom
C504443,21035,SET/2 RED SPOTTY TEA TOWELS,-1,2010-04-13 14:29:00,2.95,15889.0,United Kingdom
C504443,21872,GLAMOROUS  MUG,-6,2010-04-13 14:29:00,1.25,15889.0,United Kingdom
C504460,84459B,YELLOW METAL CHICKEN HEART,-24,2010-04-13 16:14:00,1.49,16735.0,United Kingdom
C504460,84459A,PINK METAL CHICKEN HEART,-24,2010-04-13 16:14:00,1.49,16735.0,United Kingdom
C504461,22456,NATURAL SLATE CHALKBOARD LARGE,-6,2010-04-13 16:22:00,4.95,13408.0,United Kingdom
C504468,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2010-04-13 17:40:00,9.95,15329.0,United Kingdom
C504468,22168,ORGANISER WOOD ANTIQUE WHITE,-2,2010-04-13 17:40:00,8.5,15329.0,United Kingdom
C504468,22505,MEMO BOARD COTTAGE DESIGN,-1,2010-04-13 17:40:00,4.95,15329.0,United Kingdom
C504468,22198,LARGE POPCORN HOLDER,-3,2010-04-13 17:40:00,1.65,15329.0,United Kingdom
C504468,21871,SAVE THE PLANET MUG,-12,2010-04-13 17:40:00,1.25,15329.0,United Kingdom
C504468,21260,FIRST AID TIN,-6,2010-04-13 17:40:00,3.25,15329.0,United Kingdom
C504485,84466,TOP SECRET PEN SET,-34,2010-04-14 10:54:00,1.25,13266.0,United Kingdom
C504488,22215,CAKE STAND WHITE TWO TIER LACE,-1,2010-04-14 11:08:00,8.5,13097.0,United Kingdom
C504534,22585,PACK OF 6 BIRDY GIFT TAGS,-144,2010-04-14 11:54:00,1.06,15061.0,United Kingdom
C504543,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-04-14 12:21:00,2.55,17675.0,United Kingdom
C504543,22189,CREAM HEART CARD HOLDER,-2,2010-04-14 12:21:00,3.39,17675.0,United Kingdom
C504543,85042,ANTIQUE LILY FAIRY LIGHTS,-2,2010-04-14 12:21:00,4.25,17675.0,United Kingdom
C504543,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-3,2010-04-14 12:21:00,2.75,17675.0,United Kingdom
C504544,22138,BAKING SET 9 PIECE RETROSPOT,-2,2010-04-14 12:23:00,4.95,17457.0,United Kingdom
C504544,21869,POTTING SHED COFFEE MUG,-5,2010-04-14 12:23:00,1.25,17457.0,United Kingdom
C504544,21868,POTTING SHED TEA MUG,-7,2010-04-14 12:23:00,1.25,17457.0,United Kingdom
C504545,84466,TOP SECRET PEN SET,-24,2010-04-14 12:24:00,0.95,16656.0,United Kingdom
C504549,22084,PAPER CHAIN KIT EMPIRE,-40,2010-04-14 12:53:00,2.55,17716.0,United Kingdom
C504557,84676,BATH DUCK WATERING CAN,-3,2010-04-14 13:54:00,2.95,13407.0,United Kingdom
C504557,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,-1,2010-04-14 13:54:00,2.55,13407.0,United Kingdom
C504561,21539,RED RETROSPOT BUTTER DISH,-2,2010-04-14 13:59:00,4.95,17469.0,United Kingdom
C504561,22061,LARGE CAKE STAND  HANGING STRAWBERY,-2,2010-04-14 13:59:00,9.95,17469.0,United Kingdom
C504561,20770,ABSTRACT CIRCLE JOURNAL,-4,2010-04-14 13:59:00,1.2,17469.0,United Kingdom
C504562,21868,POTTING SHED TEA MUG,-1,2010-04-14 14:02:00,1.25,15331.0,United Kingdom
C504562,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-3,2010-04-14 14:02:00,3.75,15331.0,United Kingdom
C504563,21626,VINTAGE UNION JACK PENNANT,-12,2010-04-14 14:04:00,1.95,15252.0,United Kingdom
C504565,22561,WOODEN SCHOOL COLOURING SET,-12,2010-04-14 14:13:00,1.65,14916.0,United Kingdom
C504565,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-10,2010-04-14 14:13:00,1.95,14916.0,United Kingdom
C504566,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,-6,2010-04-14 14:14:00,3.75,17738.0,United Kingdom
C504567,37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,-1,2010-04-14 14:15:00,2.95,15298.0,United Kingdom
C504567,21463,MIRRORED DISCO BALL,-1,2010-04-14 14:15:00,5.95,15298.0,United Kingdom
C504567,21424,WOODLAND STORAGE BOX LARGE,-1,2010-04-14 14:15:00,2.95,15298.0,United Kingdom
C504567,21425,SKULLS STORAGE BOX LARGE,-3,2010-04-14 14:15:00,2.95,15298.0,United Kingdom
C504568,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-04-14 14:17:00,12.75,12542.0,Spain
C504570,22139,RETRO SPOT TEA SET CERAMIC 11 PC,-1,2010-04-14 14:23:00,4.25,17511.0,United Kingdom
C504570,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-04-14 14:23:00,1.06,17511.0,United Kingdom
C504570,22199,FRYING PAN RED POLKADOT,-1,2010-04-14 14:23:00,3.75,17511.0,United Kingdom
C504570,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-04-14 14:23:00,8.5,17511.0,United Kingdom
C504570,79320,FLAMINGO LIGHTS,-1,2010-04-14 14:23:00,4.25,17511.0,United Kingdom
C504570,22423,REGENCY CAKESTAND 3 TIER,-2,2010-04-14 14:23:00,10.95,17511.0,United Kingdom
504590,84578,ELEPHANT TOY WITH BLUE T-SHIRT,-52,2010-04-15 10:25:00,0.0,,United Kingdom
C504629,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2010-04-15 12:53:00,1.45,12935.0,United Kingdom
C504629,21897,POTTING SHED CANDLE CITRONELLA,-2,2010-04-15 12:53:00,2.95,12935.0,United Kingdom
C504632,75049L,LARGE CIRCULAR MIRROR MOBILE,-11,2010-04-15 13:03:00,0.85,15311.0,United Kingdom
C504632,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2010-04-15 13:03:00,8.5,15311.0,United Kingdom
C504637,M,Manual,-1,2010-04-15 14:07:00,5843.7,17017.0,United Kingdom
C504641,M,Manual,-1,2010-04-15 14:22:00,773.5,17013.0,United Kingdom
C504648,M,Manual,-1,2010-04-15 14:48:00,210.47,17949.0,United Kingdom
C504666,M,Manual,-1,2010-04-15 15:04:00,2451.26,17013.0,United Kingdom
C504670,M,Manual,-1,2010-04-15 15:16:00,227.28,17452.0,United Kingdom
C504672,22177,5 HOOK BLACKBOARD ORGANISER,-1,2010-04-15 15:20:00,9.95,15722.0,United Kingdom
C504672,21259,VICTORIAN SEWING BOX SMALL,-1,2010-04-15 15:20:00,5.95,15722.0,United Kingdom
C504672,21258,VICTORIAN SEWING BOX LARGE,-1,2010-04-15 15:20:00,12.75,15722.0,United Kingdom
C504672,21361,LOVE LARGE WOOD LETTERS,-1,2010-04-15 15:20:00,12.75,15722.0,United Kingdom
C504674,M,Manual,-1,2010-04-15 15:27:00,306.66,13633.0,United Kingdom
C504679,M,Manual,-1,2010-04-15 15:47:00,148.69,14380.0,United Kingdom
C504684,M,Manual,-1,2010-04-15 16:12:00,94.8,15354.0,United Kingdom
C504690,M,Manual,-1,2010-04-15 16:28:00,94.8,15354.0,United Kingdom
C504693,M,Manual,-1,2010-04-15 16:35:00,94.8,15354.0,United Kingdom
C504706,22215,CAKE STAND WHITE TWO TIER LACE,-1,2010-04-15 19:45:00,8.5,13542.0,United Kingdom
C504706,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",-1,2010-04-15 19:45:00,9.95,13542.0,United Kingdom
C504706,21275,ZINC TOP  2 DOOR WOODEN SHELF,-1,2010-04-15 19:45:00,16.95,13542.0,United Kingdom
C504729,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2010-04-16 11:21:00,2.55,14680.0,United Kingdom
C504729,21218,RED SPOTTY BISCUIT TIN,-1,2010-04-16 11:21:00,3.75,14680.0,United Kingdom
C504729,21843,RED RETROSPOT CAKE STAND,-2,2010-04-16 11:21:00,10.95,14680.0,United Kingdom
C504729,20727,LUNCH BAG  BLACK SKULL.,-1,2010-04-16 11:21:00,1.65,14680.0,United Kingdom
C504729,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-04-16 11:21:00,1.25,14680.0,United Kingdom
C504729,20726,LUNCH BAG WOODLAND,-1,2010-04-16 11:21:00,1.65,14680.0,United Kingdom
C504729,22382,LUNCH BAG SPACEBOY DESIGN,-10,2010-04-16 11:21:00,1.65,14680.0,United Kingdom
C504763,20719,WOODLAND CHARLOTTE BAG,-2,2010-04-16 11:50:00,0.85,17841.0,United Kingdom
C504840,85017C,ENVELOPE 50 CURIOUS IMAGES,-288,2010-04-16 15:30:00,0.42,13694.0,United Kingdom
C504841,20840,FRENCH FLORAL CUSHION COVER,-204,2010-04-16 15:55:00,1.7,13694.0,United Kingdom
C504841,84601A,NEW BAROQUE IVORY CUSHION COVER,-150,2010-04-16 15:55:00,1.25,13694.0,United Kingdom
C504841,84919,BLUE CUSHION COVER WITH FLOWER,-160,2010-04-16 15:55:00,4.0,13694.0,United Kingdom
C504843,22197,SMALL POPCORN HOLDER,-200,2010-04-16 15:58:00,0.72,17949.0,United Kingdom
C504849,M,Manual,-1,2010-04-18 09:32:00,660.86,14912.0,Italy
C504892,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-04-18 14:01:00,2.95,14415.0,United Kingdom
C504892,21314,SMALL GLASS HEART TRINKET POT,-1,2010-04-18 14:01:00,2.1,14415.0,United Kingdom
C504892,22189,CREAM HEART CARD HOLDER,-1,2010-04-18 14:01:00,3.95,14415.0,United Kingdom
C504892,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2010-04-18 14:01:00,2.95,14415.0,United Kingdom
C504899,84762A,WHITE PICNIC BARBECUE BUCKET,-4,2010-04-18 14:36:00,4.8,17085.0,United Kingdom
C504931,22383,LUNCH BAG SUKI  DESIGN,-10,2010-04-19 11:10:00,1.65,12742.0,United Arab Emirates
C504955,21064,BOOM BOX SPEAKER BOYS,-6,2010-04-19 11:58:00,5.95,17888.0,United Kingdom
C504955,22095,LADS ONLY TISSUE BOX,-12,2010-04-19 11:58:00,1.25,17888.0,United Kingdom
C504955,21833,CAMOUFLAGE LED TORCH,-12,2010-04-19 11:58:00,1.69,17888.0,United Kingdom
C504955,20782,CAMOUFLAGE EAR MUFF HEADPHONES,-6,2010-04-19 11:58:00,5.49,17888.0,United Kingdom
C504955,21065,BOOM BOX SPEAKER GIRLS,-6,2010-04-19 11:58:00,5.95,17888.0,United Kingdom
C505003,20727,LUNCH BAG  BLACK SKULL.,-5,2010-04-19 12:40:00,1.65,17552.0,United Kingdom
C505003,20783,HEART EAR MUFF HEADPHONES,-1,2010-04-19 12:40:00,5.49,17552.0,United Kingdom
C505010,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-04-19 13:08:00,5.95,17802.0,United Kingdom
C505010,21732,RED HANGING METAL STAR TLIGHT HLDR,-2,2010-04-19 13:08:00,3.39,17802.0,United Kingdom
C505010,82494L,WOODEN FRAME ANTIQUE WHITE,-1,2010-04-19 13:08:00,2.95,17802.0,United Kingdom
C505010,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-04-19 13:08:00,12.75,17802.0,United Kingdom
C505010,21931,JUMBO STORAGE BAG SUKI,-1,2010-04-19 13:08:00,1.95,17802.0,United Kingdom
C505010,82486,WOOD S/3 CABINET ANT WHITE FINISH,-3,2010-04-19 13:08:00,7.95,17802.0,United Kingdom
C505010,20727,LUNCH BAG  BLACK SKULL.,-1,2010-04-19 13:08:00,1.65,17802.0,United Kingdom
C505021,POST,POSTAGE,-1,2010-04-19 14:10:00,8.22,,United Kingdom
C505021,84472,PINK AND LILAC QUILTED THROW,-1,2010-04-19 14:10:00,34.0,,United Kingdom
C505022,22198,LARGE POPCORN HOLDER,-3,2010-04-19 14:11:00,1.65,12982.0,United Kingdom
C505022,22359,GLASS JAR KINGS CHOICE,-1,2010-04-19 14:11:00,2.95,12982.0,United Kingdom
C505022,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-3,2010-04-19 14:11:00,1.25,12982.0,United Kingdom
C505039,21065,BOOM BOX SPEAKER GIRLS,-1,2010-04-19 14:32:00,4.21,,United Kingdom
C505145,M,Manual,-1,2010-04-20 11:25:00,4217.59,16151.0,United Kingdom
505149,84932D,SMALL ORIENTAL RED FOLDING STOOL,-16,2010-04-20 11:38:00,0.0,,United Kingdom
C505151,M,Manual,-1,2010-04-20 11:45:00,94.8,15354.0,United Kingdom
C505156,22606,WOODEN SKITTLES GARDEN SET,-1,2010-04-20 11:56:00,15.95,17908.0,United Kingdom
C505155,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2010-04-20 11:56:00,1.25,12471.0,Germany
C505155,21080,SET/20 RED SPOTTY PAPER NAPKINS,-5,2010-04-20 11:56:00,0.85,12471.0,Germany
C505155,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-2,2010-04-20 11:56:00,2.95,12471.0,Germany
C505155,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,-4,2010-04-20 11:56:00,2.55,12471.0,Germany
C505155,22467,GUMBALL COAT RACK,-2,2010-04-20 11:56:00,2.55,12471.0,Germany
C505155,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,-2,2010-04-20 11:56:00,1.45,12471.0,Germany
C505160,82494L,WOODEN FRAME ANTIQUE WHITE,-2,2010-04-20 12:11:00,2.95,17802.0,United Kingdom
C505164,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-04-20 12:28:00,12.75,17841.0,United Kingdom
C505198,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,2010-04-20 15:59:00,4.65,14081.0,United Kingdom
C505198,21155,RED SPOTTY PEG BAG,-1,2010-04-20 15:59:00,2.1,14081.0,United Kingdom
C505205,21166,COOK WITH WINE METAL SIGN,-12,2010-04-20 16:41:00,1.95,16057.0,United Kingdom
C505205,21876,POTTERING MUG,-12,2010-04-20 16:41:00,1.25,16057.0,United Kingdom
C505208,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-4,2010-04-20 17:12:00,6.75,13089.0,United Kingdom
C505215,84247H,PACK/12 DECOUPAGE CARD,-11,2010-04-21 10:17:00,2.95,14081.0,United Kingdom
C505226,M,Manual,-1,2010-04-21 10:31:00,847.84,12482.0,Sweden
C505231,M,Manual,-1,2010-04-21 10:36:00,874.84,12482.0,Sweden
505285,85221,ASSORTED COLOUR SILK COIN PURSE,-1120,2010-04-21 11:48:00,0.0,,United Kingdom
C505312,75049L,LARGE CIRCULAR MIRROR MOBILE,-9,2010-04-21 11:59:00,0.85,15311.0,United Kingdom
C505334,47505,MINATURE COLOURED GARDENING SET,-1,2010-04-21 12:53:00,4.95,,United Kingdom
C505350,20684,STRAWBERRY DREAM CHILDS UMBRELLA,-4,2010-04-21 14:06:00,3.25,15580.0,United Kingdom
C505353,22423,REGENCY CAKESTAND 3 TIER,-1,2010-04-21 14:40:00,12.75,12402.0,Belgium
C505359,79320,FLAMINGO LIGHTS,-2,2010-04-21 15:30:00,4.95,17930.0,United Kingdom
C505382,22116,METAL SIGN HIS DINNER IS SERVED,-6,2010-04-22 09:14:00,2.95,15321.0,United Kingdom
C505382,82600,NO SINGING METAL SIGN,-1,2010-04-22 09:14:00,2.1,15321.0,United Kingdom
C505382,82581,TOILET METAL SIGN,-1,2010-04-22 09:14:00,0.55,15321.0,United Kingdom
C505383,84078A,SET/4 WHITE RETRO STORAGE CUBES,-8,2010-04-22 09:16:00,34.95,13734.0,United Kingdom
C505384,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,-2,2010-04-22 09:18:00,19.95,17113.0,United Kingdom
C505384,48185,DOOR MAT FAIRY CAKE,-2,2010-04-22 09:18:00,7.49,17113.0,United Kingdom
C505384,47585A,PINK FAIRY CAKE CUSHION COVER,-12,2010-04-22 09:18:00,1.25,17113.0,United Kingdom
C505384,47556B,TEA TIME TEA TOWELS,-6,2010-04-22 09:18:00,2.95,17113.0,United Kingdom
C505384,22050,PINK PAISLEY ROSE GIFT WRAP,-25,2010-04-22 09:18:00,0.42,17113.0,United Kingdom
C505384,16156S,WRAP PINK FAIRY CAKES,-25,2010-04-22 09:18:00,0.42,17113.0,United Kingdom
C505384,22304,COFFEE MUG BLUE PAISLEY DESIGN,-6,2010-04-22 09:18:00,2.55,17113.0,United Kingdom
C505384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2010-04-22 09:18:00,2.95,17113.0,United Kingdom
C505384,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,2010-04-22 09:18:00,3.75,17113.0,United Kingdom
C505384,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-4,2010-04-22 09:18:00,3.75,17113.0,United Kingdom
C505386,22534,MAGIC DRAWING SLATE SPACEBOY,-48,2010-04-22 09:25:00,0.42,13407.0,United Kingdom
C505386,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",-6,2010-04-22 09:25:00,9.95,13407.0,United Kingdom
C505387,21314,SMALL GLASS HEART TRINKET POT,-1,2010-04-22 09:26:00,2.1,13883.0,United Kingdom
C505388,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",-12,2010-04-22 09:30:00,1.95,17675.0,United Kingdom
C505390,75049L,LARGE CIRCULAR MIRROR MOBILE,-40,2010-04-22 09:32:00,0.85,18064.0,United Kingdom
C505391,21626,VINTAGE UNION JACK PENNANT,-12,2010-04-22 09:33:00,1.95,14068.0,United Kingdom
C505395,71279,PINK GLASS CANDLEHOLDER,-2,2010-04-22 09:46:00,2.95,13081.0,United Kingdom
C505395,20684,STRAWBERRY DREAM CHILDS UMBRELLA,-1,2010-04-22 09:46:00,3.25,13081.0,United Kingdom
C505395,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-04-22 09:46:00,2.55,13081.0,United Kingdom
C505395,21460,GREEN EASTER EGG HUNT START POST,-2,2010-04-22 09:46:00,1.95,13081.0,United Kingdom
C505395,21461,BLUE EASTER EGG HUNT START POST,-3,2010-04-22 09:46:00,1.95,13081.0,United Kingdom
C505395,21459,YELLOW EASTER EGG HUNT START POST,-5,2010-04-22 09:46:00,1.95,13081.0,United Kingdom
C505395,85042,ANTIQUE LILY FAIRY LIGHTS,-3,2010-04-22 09:46:00,4.25,13081.0,United Kingdom
C505395,22054,MINI CAKE STAND HANGING HEARTS,-1,2010-04-22 09:46:00,1.65,13081.0,United Kingdom
C505395,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,-6,2010-04-22 09:46:00,1.69,13081.0,United Kingdom
C505395,85206B,PINK FELT EASTER EGG BASKET,-1,2010-04-22 09:46:00,1.65,13081.0,United Kingdom
C505395,85206A,CREAM FELT EASTER EGG BASKET,-1,2010-04-22 09:46:00,1.65,13081.0,United Kingdom
C505400,22138,BAKING SET 9 PIECE RETROSPOT,-3,2010-04-22 10:12:00,4.95,18188.0,United Kingdom
C505401,21904,HOUSE WRECKING METAL SIGN,-1,2010-04-22 10:15:00,2.1,15078.0,United Kingdom
C505401,21175,GIN + TONIC DIET METAL SIGN,-1,2010-04-22 10:15:00,2.1,15078.0,United Kingdom
C505402,21658,GLASS  BEURRE DISH,-1,2010-04-22 10:19:00,3.95,16705.0,United Kingdom
C505403,22359,GLASS JAR KINGS CHOICE,-1,2010-04-22 10:21:00,2.95,12982.0,United Kingdom
C505403,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-3,2010-04-22 10:21:00,1.25,12982.0,United Kingdom
C505403,22198,LARGE POPCORN HOLDER,-3,2010-04-22 10:21:00,1.65,12982.0,United Kingdom
C505406,22440,BALLOON WATER BOMB PACK OF 35,-4,2010-04-22 10:22:00,0.42,17769.0,United Kingdom
C505406,22439,6 ROCKET BALLOONS,-2,2010-04-22 10:22:00,0.65,17769.0,United Kingdom
C505407,22423,REGENCY CAKESTAND 3 TIER,-1,2010-04-22 10:23:00,12.75,16053.0,United Kingdom
C505408,85150,LADIES & GENTLEMEN METAL SIGN,-2,2010-04-22 10:24:00,2.55,15326.0,United Kingdom
C505408,22168,ORGANISER WOOD ANTIQUE WHITE,-1,2010-04-22 10:24:00,8.5,15326.0,United Kingdom
C505410,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-04-22 10:25:00,12.75,15067.0,United Kingdom
C505414,75049L,LARGE CIRCULAR MIRROR MOBILE,-3,2010-04-22 10:27:00,1.25,14905.0,United Kingdom
C505414,79029,GLASS HONEYPOT WASP CATCHER,-6,2010-04-22 10:27:00,1.95,14905.0,United Kingdom
C505416,21462,"NURSERY A,B,C PAINTED LETTERS",-1,2010-04-22 10:28:00,6.75,17146.0,United Kingdom
C505416,21713,CITRONELLA CANDLE FLOWERPOT,-3,2010-04-22 10:28:00,2.1,17146.0,United Kingdom
C505416,84946,ANTIQUE SILVER TEA GLASS ETCHED,-1,2010-04-22 10:28:00,1.25,17146.0,United Kingdom
C505424,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2010-04-22 10:31:00,4.95,17677.0,United Kingdom
C505427,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2010-04-22 10:33:00,1.49,17460.0,United Kingdom
C505427,22193,RED DINER WALL CLOCK,-2,2010-04-22 10:33:00,8.5,17460.0,United Kingdom
C505442,22138,BAKING SET 9 PIECE RETROSPOT,-2,2010-04-22 10:47:00,4.95,17457.0,United Kingdom
C505442,21869,POTTING SHED COFFEE MUG,-5,2010-04-22 10:47:00,1.25,17457.0,United Kingdom
C505442,21868,POTTING SHED TEA MUG,-7,2010-04-22 10:47:00,1.25,17457.0,United Kingdom
C505444,22157,ANGEL DECORATION WITH LACE PADDED,-48,2010-04-22 10:57:00,0.85,13089.0,United Kingdom
